PMID	PubDate	Species
35209238	2022 Feb 21	Rat
35207465	2022 Jan 26	Rat
35202986	2022 Apr	Rat
35191811	2022 Apr	Rat
35191807	2022 Mar	Rat
35188225	2022 May	Rat
35188017	2022 Dec	Rat
35186100	2022	Rat
35185905	2022	Rat
35184279	2022 Oct	Rat
35183192	2022 Feb 19	Rat
35182823	2022 May 15	Rat
35181731	2022 Feb 18	Rat
35180001	2022 Feb	Rat
35179989	2022 Mar	Rat
35179619	2022 Jul	Rat
35177103	2022 Feb 17	Rat
35175482	2022 Feb	Rat
35175176	2022 Dec	Rat
35172438	2021 Dec	Rat
35165902	2022 Jul	Rat
35165510	2022	Rat
35164837	2022 Feb 14	Rat
35155962	2022 Feb 8	Rat
35151829	2022 May	Rat
35148687	2022 Feb 11	Rat
35147250	2022 May	Rat
35139424	2022 May	Rat
35129942	2022 Feb 7	Rat
35129065	2022 Jan	Rat
35128295	2021 Nov-Dec	Rat
35126711	2022 Mar	Rat
35120538	2022 Feb 4	Rat
35118894	2022 Jan-Mar	Rat
35118490	2022 Jul 1	Rat
35115824	2022	Rat
35114343	2022 May 10	Rat
35101368	2022 Mar	Rat
35094658	2022 Feb	Rat
35093450	2022 Apr 30	Rat
35092863	2022 May-Jun	Rat
35088942	2022 Mar	Rat
35086536	2022 Jan 27	Rat
35075624	2022 Mar	Rat
35070139	2022 Jan	Rat
35057811	2022 Jan 20	Rat
35056734	2022 Jan 10	Rat
35053363	2022 Jan 12	Rat
35048626	2022 Feb 1	Rat
35047645	2022	Rat
35046719	2022	Rat
35046053	2022 Jan 25	Rat
35043648	2022 Mar 25	Rat
35035830	2022	Rat
39346968	2022	Rat
35032407	2022 Feb	Rat
35031867	2022 Mar	Rat
35026522	2022 Feb	Rat
35018959	2022 Feb 7	Rat
35017058	2022 Apr	Rat
35008719	2021 Dec 28	Rat
35007233	2022 Feb 1	Rat
35003798	2022 Jan	Rat
35003796	2022 Jan	Rat
35003293	2021	Rat
35002698	2021	Rat
35001833	2022 Jan	Rat
34994469	2022 Sep	Rat
34994274	2022 Jan 2	Rat
34986843	2022 Jan 5	Rat
34981817	2022 Mar	Rat
34980076	2022 Jan 3	Rat
34976968	2021	Rat
34970140	2021	Rat
34964303	2022 May	Rat
34963343	2022 May	Rat
34958937	2022 Mar	Rat
34956224	2021	Rat
34956209	2021	Rat
34954133	2022 Jan 30	Rat
34953035	2022 Feb	Rat
34948080	2021 Dec 10	Rat
34942464	2022 Mar	Rat
34941874	2021	Rat
34939390	2021 Dec	Rat
34931844	2022 Jan 27	Rat
34930351	2021 Dec 20	Rat
34926690	2021	Rat
34925524	2021	Rat
34920307	2022 May 1	Rat
34916941	2021	Rat
34901559	2022 Apr	Rat
34894103	2022 Feb	Rat
34893958	2021 Dec	Rat
34893461	2022 Feb	Rat
34891002	2022 Jan	Rat
34886755	2022 Jun	Rat
34885759	2021 Nov 26	Rat
34876884	2021	Rat
34869311	2021	Rat
34867025	2021 Dec	Rat
34859624	2021 Dec 1	Rat
34859319	2021 Dec 3	Rat
34858186	2021	Rat
34856202	2022 Feb 15	Rat
34855756	2021	Rat
34855094	2021 Dec	Rat
34853968	2021 Dec	Rat
34848799	2021 Nov 30	Rat
34847835	2022 Feb	Rat
34847824	2021 Dec	Rat
34845965	2022 Feb	Rat
34834085	2021 Nov 19	Rat
34826631	2022 Feb	Rat
34822412	2021 Oct 31	Rat
34813965	2022 Jan	Rat
34803392	2021	Rat
34798298	2022 Jan	Rat
34795875	2021 Nov 11	Rat
34795843	2021	Rat
34791735	2022 Feb	Rat
34787893	2022 Dec	Rat
34783292	2021 Dec	Rat
34783063	2022 Aug	Rat
34779501	2022 Jan	Rat
34777686	2021	Rat
34775836	2021 Dec	Rat
34774790	2022 Feb	Rat
34772597	2023 Jan	Rat
34765608	2021	Rat
34764819	2021	Rat
34760015	2021	Rat
34759325	2021 Nov	Rat
34739982	2021 Dec	Rat
34738623	2022 Jan	Rat
34736242	2021 Nov 19	Rat
34721961	2021	Rat
34719360	2021	Rat
34717689	2021 Oct 30	Rat
34716969	2023 Apr	Rat
34715362	2021 Dec	Rat
34704713	2021 Nov	Rat
34702302	2021 Oct 26	Rat
34697729	2023 Jun	Rat
34687817	2021 Nov 20	Rat
34685839	2021 Sep 27	Rat
34684325	2021 Sep 23	Rat
34681754	2021 Oct 14	Rat
34680516	2021 Oct 5	Rat
34673134	2021 Dec	Rat
34671794	2021 Nov 9	Rat
34665836	2021	Rat
34656826	2021 Dec	Rat
34646331	2021	Rat
34645468	2021 Oct 13	Rat
34638520	2021 Sep 22	Rat
34629040	2022	Rat
34628351	2021 Oct	Rat
34626937	2021 Nov	Rat
34626798	2022 Feb	Rat
34612533	2022 Apr	Rat
34608279	2021 Oct	Rat
34607107	2021 Dec	Rat
34605731	2021 Dec	Rat
34603477	2021	Rat
34603050	2021	Rat
34581513	2021 Dec	Rat
34578024	2021 Sep 16	Rat
34575945	2021 Sep 10	Rat
34572301	2021 Aug 30	Rat
34572070	2021 Sep 14	Rat
34567597	2021 Jan	Rat
34554354	2022 Apr	Rat
34554160	2021 Oct 26	Rat
34553673	2021 Dec	Rat
34552480	2021	Rat
34551684	2021 Dec	Rat
34549304	2021 Nov	Rat
34548858	2021 Sep-Oct	Rat
34546477	2021 Dec	Rat
34544313	2022 Aug	Rat
34542842	2021 Dec	Rat
34539843	2021 Nov	Rat
34539417	2021	Rat
34539013	2021 Sep	Rat
34536814	2021 Dec	Rat
34535669	2021 Sep 17	Rat
34529586	2021 Sep 15	Rat
34528494	2021 Dec	Rat
34522804	2021 Sep	Rat
34521030	2021 Dec	Rat
34515572	2022 Mar	Rat
34512868	2021	Rat
34511883	2021	Rat
34500490	2023 Apr	Rat
34494933	2021 Oct	Rat
34491054	2021 Sep 23	Rat
34490639	2021 Oct	Rat
34488597	2022	Rat
34486477	2021 Dec	Rat
34474599	2021 Dec	Rat
34468900	2021 Oct	Rat
34466747	2022 Jan	Rat
34466714	2022 Jan	Rat
34466385	2021 Sep	Rat
34466029	2021	Rat
34457118	2021	Rat
34455406	2021 Aug 29	Rat
34454425	2021 Aug 28	Rat
34452236	2021 Aug 17	Rat
34450401	2021 Nov	Rat
34448527	2021 Oct	Rat
34446107	2021 Aug 26	Rat
34438368	2021 Aug 26	Rat
34426599	2021 Aug 23	Rat
34417523	2021 Aug 20	Rat
34417329	2021 Oct 6	Rat
34413269	2021 Aug 19	Rat
34409742	2021 Oct	Rat
34396019	2021 Sep-Oct	Rat
34392653	2021 Aug	Rat
34387414	2021 Sep	Rat
34385915	2021	Rat
34371251	2021 Oct	Rat
34362134	2021 Jul 29	Rat
34354409	2021 Aug	Rat
34341460	2021 Aug 2	Rat
34336354	2021	Rat
34327200	2021	Rat
34322020	2021	Rat
34321048	2021 Jul 28	Rat
34315312	2022 Jan	Rat
34298911	2021 Jul 7	Rat
34295174	2021	Rat
34290513	2021	Rat
34285153	2021 Nov 1	Rat
34282229	2021 Jul 19	Rat
34279516	2021 Jul 5	Rat
34275162	2021 Nov	Rat
34270585	2021	Rat
34266679	2021 Oct	Rat
34254815	2021 Jul	Rat
34250725	2021 Aug	Rat
34248008	2021 Jan	Rat
34245949	2021 Nov 15	Rat
34242803	2021 Sep	Rat
34237707	2021 Jul 8	Rat
34224496	2022 Mar 1	Rat
34222340	2021	Rat
34222263	2021	Rat
34221446	2021 Aug	Rat
34217311	2021 Jul 3	Rat
34214783	2021 Aug	Rat
34213976	2021 Aug	Rat
34209006	2021 Jun 30	Rat
34199631	2021 Jun 2	Rat
34195707	2021 Jul 21	Rat
34191353	2021 Nov	Rat
34185967	2021 Sep	Rat
34171516	2021 Nov	Rat
34167632	2021 Jun 1	Rat
34167449	2021 Dec	Rat
34165157	2021 Aug	Rat
34162150	2021 Jul	Rat
34159843	2021 Dec	Rat
34158084	2021 Jun 22	Rat
34152615	2021 Nov	Rat
34149433	2021	Rat
34147072	2021 Jun 19	Rat
34139256	2021 Aug	Rat
34136155	2021 Jun	Rat
34134780	2021 Jun 16	Rat
34126199	2021 Sep	Rat
34122080	2021	Rat
34117571	2021 Jun	Rat
34116187	2022 Jan 10	Rat
34108432	2022 Feb 1	Rat
34103964	2021	Rat
34102487	2021 Aug	Rat
34102226	2021 Aug 15	Rat
34094861	2021 Jul	Rat
34090897	2021 Sep 5	Rat
34074301	2021 Jun 1	Rat
34071594	2021 May 28	Rat
34063749	2021 May 21	Rat
34055194	2021	Rat
34052737	2021 Aug	Rat
34050807	2021 Sep	Rat
34040358	2021	Rat
34037306	2021 Jul	Rat
34032607	2021 May 25	Rat
34031844	2021 Dec	Rat
34023528	2021 Aug	Rat
34020031	2021 Aug	Rat
34017409	2021	Rat
34016181	2021 May 20	Rat
34015701	2021 Aug	Rat
34015366	2021 Oct 5	Rat
34006826	2021 May 18	Rat
34002829	2021 May	Rat
33995548	2021	Rat
33995052	2021	Rat
33989507	2021 Nov	Rat
33977183	2021	Rat
33958682	2021 May 6	Rat
33957357	2021 Jun 1	Rat
33953685	2021	Rat
33946919	2021 Apr 29	Rat
33945396	2021 Jun	Rat
33942537	2021 May	Rat
33939310	2021 Jun	Rat
33939302	2021 Jun	Rat
33937412	2021	Rat
33937236	2021	Rat
33935789	2021	Rat
33927631	2021	Rat
33927614	2021	Rat
33916108	2021 Apr 1	Rat
33915333	2021 Aug	Rat
33915069	2021 Dec	Rat
33913543	2022 Mar	Rat
33912721	2021 Apr	Rat
33910401	2021 Jan-Dec	Rat
33893944	2021 Apr	Rat
33892137	2021 Jul	Rat
33881683	2021 Jun	Rat
33881378	2021 Jun	Rat
33872738	2021 Jul 15	Rat
33869900	2021 Oct	Rat
33860572	2021 Jul	Rat
33859494	2021	Rat
33853645	2021 Apr 14	Rat
33850953	2021 Jun 11	Rat
33850710	2021 Jan-Mar	Rat
33850554	2021 Jun	Rat
33846783	2021 Jun	Rat
33841653	2021	Rat
33841009	2021 Mar	Rat
33835672	2021 Jun 21	Rat
33833854	2021	Rat
33833406	2022 Feb	Rat
33830541	2022 Feb	Rat
33829057	2021	Rat
33821497	2021 Nov	Rat
33817283	2020	Rat
33814979	2021	Rat
33808727	2021 Mar 19	Rat
33806315	2021 Mar 4	Rat
33799588	2021 Mar 11	Rat
33799537	2021 Mar 11	Rat
33793684	2021	Rat
33786819	2021 Aug	Rat
33780905	2021 Jun	Rat
33776996	2021	Rat
33775807	2021 Jun 28	Rat
33774357	2021 May	Rat
33772768	2021 Oct	Rat
33769459	2021 Dec 24	Rat
33766356	2021 Jun 1	Rat
33759195	2021 Nov	Rat
33757858	2021 Jul	Rat
33752715	2021 Mar 22	Rat
33750486	2022 Jan 14	Rat
33750441	2021 Mar 9	Rat
33748207	2021	Rat
33744392	2021 Jul 1	Rat
33739851	2021 Mar	Rat
33738239	2021 May	Rat
33737098	2021 May 15	Rat
33727849	2021	Rat
33727429	2020 Dec	Rat
33726807	2021 Mar 16	Rat
33725224	2021 Jun	Rat
33719441	2021 Mar 25	Rat
33708876	2021 Feb	Rat
33704322	2021 Mar 28	Rat
33691628	2021 Mar 10	Rat
33684536	2021 May	Rat
33683776	2021 Apr	Rat
33673583	2021 Feb 27	Rat
33672354	2021 Feb 23	Rat
33663609	2021 Mar 4	Rat
33658936	2020	Rat
33657761	2021 Mar 1	Rat
33652170	2021 May	Rat
33651836	2021	Rat
33650224	2021 Oct	Rat
33646053	2021 Apr	Rat
33636171	2021 May 15	Rat
33634095	2020	Rat
33627637	2021 Feb 24	Rat
33603831	2021 Mar	Rat
33588606	2021 Jan-Dec	Rat
33588127	2021 Sep 15	Rat
33586778	2021 Apr	Rat
33584299	2020	Rat
33580538	2021 Dec	Rat
33577958	2021 May	Rat
33576470	2021	Rat
33574696	2021	Rat
33573387	2021 Jan-Dec	Rat
33570460	2021 Sep	Rat
33567949	2021 Mar 4	Rat
33563269	2021 Feb 9	Rat
33556400	2021 Apr 1	Rat
33553826	2021 Aug	Rat
33553822	2021 Aug	Rat
33539913	2021 Apr 1	Rat
33537813	2021 Apr	Rat
33532039	2021	Rat
33531920	2021	Rat
33527023	2021	Rat
33511556	2021 Feb	Rat
33498966	2021 Jan 24	Rat
33497593	2021 Apr	Rat
33491257	2021 May	Rat
33490841	2020 Sep-Oct	Rat
33485983	2021 May 10	Rat
33482616	2021 Apr	Rat
33482192	2021 Mar 15	Rat
33479807	2021 Apr	Rat
33477357	2021 Jan 17	Rat
33469353	2021	Rat
33468174	2021 Jan 19	Rat
33461534	2021 Jan 18	Rat
33459997	2021 Aug	Rat
33456343	2021	Rat
33455260	2020 Sep 14	Rat
33450132	2021 Feb	Rat
33448311	2021 Mar	Rat
33446277	2021 Jan 15	Rat
33441836	2021 Jan 13	Rat
33437632	2021 Jan	Rat
33434630	2021 Apr	Rat
33434210	2021	Rat
33433641	2021 Feb	Rat
33424243	2020 Dec	Rat
33423862	2021 Apr	Rat
33422700	2021 Apr	Rat
33421600	2021 May 10	Rat
33421527	2021 Mar 15	Rat
33417956	2021 Mar 1	Rat
33417067	2022 Feb	Rat
33416120	2021 Jan	Rat
33413649	2021 Jan 7	Rat
33412895	2021 Jan-Dec	Rat
33407721	2021 Jan 6	Rat
33404840	2021 Apr	Rat
33401221	2021 Mar	Rat
33400367	2021 Feb	Rat
33399485	2021 Dec	Rat
33399476	2020 Oct	Rat
33388431	2021 Mar	Rat
33387118	2022 Jul	Rat
33383288	2021 Feb	Rat
33382789	2020	Rat
33377585	2021 May	Rat
33375366	2020 Dec 26	Rat
33374730	2020 Dec 23	Rat
33372388	2021 Feb	Rat
33371279	2020 Dec 21	Rat
33364061	2021 Feb	Rat
33361528	2020 Dec 15	Rat
33359610	2021 Feb 15	Rat
33356503	2021 Dec	Rat
33350983	2020 Dec 22	Rat
33350519	2021 May	Rat
33347967	2021 Feb 15	Rat
33345901	2021 Feb 1	Rat
33338640	2021 Mar	Rat
33327733	2021 Dec	Rat
33326693	2021 Feb	Rat
33326341	2020 Nov	Rat
33321982	2020 Dec 10	Rat
33316267	2021 Feb 15	Rat
33313256	2020 Nov	Rat
33313232	2020 Nov	Rat
33312358	2020	Rat
33311755	2020 Sep-Oct	Rat
33310311	2021 Jan	Rat
33300062	2021 Feb	Rat
33297333	2020 Dec 7	Rat
33295680	2022 Jan	Rat
33291821	2020 Dec 4	Rat
33291715	2020 Dec 4	Rat
33289706	2020 Nov 27	Rat
33289541	2020 Dec 23	Rat
36117499	2021 Apr	Rat
33274763	2021 Oct	Rat
33259777	2021 Jun 1	Rat
33247959	2021 May	Rat
33247195	2020 Nov 27	Rat
33243424	2021 Feb	Rat
33242601	2021 Mar	Rat
33241814	2020 Dec 1	Rat
33239909	2020	Rat
33238379	2020 Nov 23	Rat
33233966	2021 May	Rat
33233504	2020 Nov 20	Rat
33228708	2020 Nov 23	Rat
33227396	2021 Feb 5	Rat
33224431	2020	Rat
33203975	2020 Nov 17	Rat
33203108	2020 Nov 15	Rat
33197425	2021 Feb	Rat
33192200	2020 Oct-Dec	Rat
33190006	2020 Dec	Rat
33187014	2021 Feb	Rat
33185724	2021 Feb	Rat
33183210	2021	Rat
33161100	2021 Jan	Rat
39967931	2024	Rat
33149551	2020	Rat
33146410	2021 Sep	Rat
33144900	2020	Rat
33144571	2020 Nov 3	Rat
33140920	2020 Sep	Rat
33137380	2020 Dec	Rat
33127964	2020 Oct 30	Rat
33112509	2020 Nov	Rat
33111549	2021 Dec	Rat
33103838	2021 Jun	Rat
33099538	2020 Oct 25	Rat
33093903	2020 Dec	Rat
33080315	2020 Dec	Rat
33066270	2020 Oct 13	Rat
33062701	2020	Rat
33060735	2020 Oct 15	Rat
33057779	2021 Mar	Rat
33054557	2020 Jan-Dec	Rat
33053109	2020	Rat
33050005	2020 Oct 8	Rat
33049960	2020 Oct 8	Rat
33043625	2021 Jan	Rat
33042472	2020	Rat
33039343	2021 Feb	Rat
33036283	2020 Oct 6	Rat
33031875	2020 Nov 30	Rat
33028117	2021 Sep	Rat
33026410	2020 Oct 7	Rat
32997535	2020 Oct	Rat
32997532	2020 Oct	Rat
32993662	2020 Sep 29	Rat
32991618	2020	Rat
32985762	2020 Dec	Rat
32981415	2020 Dec	Rat
32964944	2020 Sep	Rat
32963278	2020 Sep 22	Rat
32952950	2020 Aug	Rat
32950705	2021 Mar	Rat
32949662	2020 Nov 20	Rat
32940181	2021	Rat
32940053	2021 Dec	Rat
32934295	2020 Sep 15	Rat
36474887	2020 Dec	Rat
32931933	2020 Dec	Rat
32925869	2020 Sep 14	Rat
32917285	2020 Sep 11	Rat
32914937	2020 Oct	Rat
32912277	2020 Sep 10	Rat
32901645	2020 Sep 23	Rat
32888652	2020 Nov 12	Rat
32884953	2020 Jan	Rat
32878463	2020 Dec	Rat
32878462	2020 Dec	Rat
32877976	2020 Sep 1	Rat
32871523	2020 Nov	Rat
32870006	2020 Sep 17	Rat
32866644	2020 Nov	Rat
32860098	2020 Oct	Rat
32859470	2021 Jul	Rat
32858593	2020 Aug 26	Rat
32856377	2020 Sep	Rat
32855725	2020 Oct	Rat
32855675	2020 Oct	Rat
32848727	2020	Rat
32840387	2021 Feb	Rat
32839804	2020 Sep 23	Rat
32832965	2020 Sep 23	Rat
32814390	2020 Aug 19	Rat
32812575	2020 Sep 23	Rat
32801641	2020	Rat
32795379	2020 Aug 14	Rat
32794641	2021 Jan	Rat
32790946	2020 Oct	Rat
32778777	2020 Aug 10	Rat
32776432	2021 Jun	Rat
32768958	2020 Sep	Rat
32765755	2020 Sep	Rat
32765610	2020	Rat
32764880	2020	Rat
32762553	2020 Sep	Rat
32761684	2020 Aug	Rat
32759913	2021 Sep	Rat
32750029	2020 Jun	Rat
32747445	2020 Sep 25	Rat
32747242	2020 Oct 15	Rat
32745911	2020 Oct	Rat
32738890	2020 Aug 1	Rat
32737772	2020 Nov	Rat
32732957	2020 Jul 30	Rat
32728288	2020 Sep	Rat
32724821	2020	Rat
32716572	2021 Mar	Rat
32714401	2020	Rat
32713662	2020 Dec	Rat
32706193	2020 Jun 30	Rat
32705795	2020 Aug	Rat
32703413	2020 Aug 20	Rat
32702358	2020 Nov	Rat
32697398	2020 Dec	Rat
32696209	2020 Oct	Rat
32695803	2020	Rat
32693125	2020 Dec 1	Rat
32665406	2020 Aug 19	Rat
32654176	2021 Jan	Rat
32650828	2020 Jul 10	Rat
32647691	2020 Jun	Rat
32641147	2020 Jul 8	Rat
32640182	2020 Nov	Rat
32637750	2020 Dec	Rat
32635404	2020 Jul 3	Rat
32634440	2020 Sep 15	Rat
32634159	2020	Rat
32628132	2020 Jul 5	Rat
32627602	2020 Dec	Rat
32626995	2020 Aug	Rat
32622872	2020 Oct	Rat
32622201	2020 Sep	Rat
32620866	2020 Jul 3	Rat
32619649	2020 Oct	Rat
32614635	2020 Aug	Rat
32611834	2020 Jul 1	Rat
32608995	2020 Jan-Dec	Rat
32606898	2020	Rat
32605161	2020 Jun 28	Rat
32603538	2021 Jun	Rat
32602381	2021 Jul	Rat
32592208	2020 Oct	Rat
32582961	2020 Sep	Rat
32576047	2020 Nov	Rat
32570114	2020 Sep	Rat
32566090	2020	Rat
32565872	2020	Rat
32560815	2020 Aug 13	Rat
32558123	2020 Nov	Rat
32556726	2020 Nov	Rat
32548322	2020 Jun	Rat
32546009	2021 Sep	Rat
32534115	2020 Oct 28	Rat
32532183	2021 Dec	Rat
32521454	2020 Aug	Rat
32519886	2020 Jul	Rat
32515588	2020 Jul 9	Rat
32510505	2020 May 20	Rat
32497450	2022 Oct	Rat
32495857	2020 May	Rat
32492888	2020 Jun 1	Rat
32490376	2020	Rat
32488683	2020 Aug	Rat
32486519	2020 May 31	Rat
32486506	2020 May 31	Rat
32478188	2020 May	Rat
32476071	2020 May 31	Rat
32474881	2020 Oct	Rat
32474743	2020 Dec	Rat
32470597	2020 Aug	Rat
32470596	2020 Sep	Rat
32466159	2020 May 25	Rat
32455113	2020 Jul	Rat
32445705	2020 Aug 15	Rat
32442041	2020 Sep	Rat
32441256	2020 May 22	Rat
32440501	2020 May	Rat
32439403	2020 Oct 5	Rat
32438772	2020 May 19	Rat
32435909	2021 Mar	Rat
32433276	2020 Aug	Rat
32432314	2020 Jun 26	Rat
32420902	2020 May 18	Rat
32416224	2020 Sep	Rat
32416221	2020 Aug	Rat
32404018	2020 May 3	Rat
32398124	2020 May 12	Rat
32396508	2020	Rat
32395520	2020 Apr	Rat
32394143	2020 Jul	Rat
32392916	2020 May 1	Rat
32388789	2020 Dec	Rat
32381754	2020 May 7	Rat
32377874	2020 Jul	Rat
32375174	2020 Nov 1	Rat
32373192	2020 Jun	Rat
32360505	2020 Jun 15	Rat
32359386	2020 Apr 20	Rat
32341895	2020	Rat
32341638	2020	Rat
32339712	2020 Jun	Rat
32336589	2020 Jun	Rat
32332704	2020 Apr 24	Rat
36474684	2020 Sep	Rat
32324278	2020 Nov	Rat
32323821	2020 May	Rat
32321579	2020 Apr 22	Rat
32319621	2020 Apr	Rat
32319197	2020 Jun	Rat
32315736	2020 Sep 15	Rat
32315711	2020 Jun 11	Rat
32313200	2020 Apr	Rat
32313003	2020 Apr 20	Rat
32308389	2020	Rat
32306945	2020 Apr 19	Rat
36474679	2020 Sep	Rat
32298781	2020 Oct	Rat
32295616	2020 Apr 15	Rat
32290085	2020 Apr 10	Rat
32287299	2020	Rat
32284824	2020	Rat
32279160	2020 Aug	Rat
32278830	2020 Jul 10	Rat
32276877	2021 Mar-Apr	Rat
32271407	2020 Mar	Rat
32271401	2020 Mar	Rat
32265733	2020	Rat
32258036	2020	Rat
32256772	2020 Apr	Rat
32249762	2020 Apr 6	Rat
32249508	2020 Aug	Rat
32248331	2020 Aug	Rat
32247266	2020 Jun	Rat
32242388	2020 Apr	Rat
32235618	2020 Mar 30	Rat
32235555	2020 Mar 30	Rat
32233176	2020 Apr	Rat
32217157	2020 May 15	Rat
32214804	2020	Rat
32214800	2020	Rat
32211385	2020	Rat
32210738	2020	Rat
32210280	2020 Mar 24	Rat
32201950	2020 Jun	Rat
32199975	2020 Jun	Rat
32192519	2020 Mar 20	Rat
32192320	2020 Jun	Rat
32182210	2020 Mar 17	Rat
32173658	2020 Dec 1	Rat
32171788	2020 Aug	Rat
32167952	2020 Aug	Rat
32165317	2020 Apr 30	Rat
32164328	2020 Mar 10	Rat
32163510	2020	Rat
32159840	2021	Rat
32147536	2020 Jun	Rat
32147535	2020 Jun	Rat
32146507	2020 Jul	Rat
32141530	2020 Feb	Rat
32134473	2020 Mar 27	Rat
32124939	2020 Apr	Rat
32124869	2020 Mar 3	Rat
32124251	2020 May	Rat
32117068	2020	Rat
32113051	2020 Jun	Rat
32112120	2020 Apr	Rat
32103372	2020 Aug	Rat
32099721	2020 Mar	Rat
32099450	2020	Rat
32092588	2020 Apr 1	Rat
32089778	2020	Rat
39050151	2024	Rat
32085385	2020 Feb 18	Rat
32083119	2019	Rat
32069893	2020 Feb 13	Rat
32064982	2021 Mar	Rat
32064134	2020 Feb	Rat
32062610	2020 Feb 12	Rat
32059379	2020 Feb 12	Rat
32057894	2020 May	Rat
32054968	2020 Feb 14	Rat
32047580	2020	Rat
32038242	2019	Rat
32037689	2020 Mar	Rat
32020892	2020 Jan 29	Rat
32020624	2020 Oct	Rat
32016449	2020 Mar	Rat
38414449	2024	Rat
32006078	2020 Mar	Rat
32004585	2020 May 10	Rat
32004084	2020 Mar	Rat
32003758	2020 Jan 30	Rat
32000463	2020 Jan 28	Rat
31998403	2020	Rat
31992922	2020 Feb	Rat
31992038	2023 Sep	Rat
31992036	2020 Jan 24	Rat
31992029	2023 Mar	Rat
31983036	2020 Feb	Rat
31978557	2020 Mar	Rat
31978040	2020 Jan 24	Rat
31977158	2020 Mar	Rat
31976816	2020 Apr	Rat
31971058	2020 Jan-Dec	Rat
31964233	2020 Apr 1	Rat
31962170	2020 Apr	Rat
31958453	2020 Apr 15	Rat
31956378	2020	Rat
31950348	2020 Mar	Rat
31949990	2019 Dec	Rat
31945707	2020 Feb 1	Rat
31940132	2020 Jan	Rat
31937359	2020 Jan 14	Rat
31927559	2020 Jan 12	Rat
31926268	2020 Mar	Rat
31926089	2020 Jan 11	Rat
31918279	2020 Feb	Rat
31916291	2020 Oct	Rat
31907788	2020 Oct	Rat
31903621	2020 Jun	Rat
31903618	2020 Jun	Rat
31888661	2019 Dec 30	Rat
31876072	2020 Jan	Rat
31874197	2020 Mar 15	Rat
31870428	2019 Dec 23	Rat
31868209	2020 Jan 31	Rat
31860662	2019	Rat
31853294	2020 Jan	Rat
31842639	2020 Mar	Rat
31841992	2020 Mar 6	Rat
31841119	2019 Dec 16	Rat
31837574	2020 Jan	Rat
31837258	2019 Dec 14	Rat
31836142	2020 Feb 26	Rat
31828429	2020 Mar	Rat
31827985	2019 Nov 1	Rat
31827706	2019	Rat
31827595	2019	Rat
31823179	2020 Apr	Rat
31822750	2019 Dec 10	Rat
31814887	2019	Rat
31814175	2020 May	Rat
31804010	2020 May	Rat
31790972	2020 Mar 6	Rat
31789105	2020 Feb	Rat
31784400	2020 Jan	Rat
31783149	2020 Feb	Rat
31780931	2019	Rat
31779692	2019 Nov 28	Rat
31778752	2020 Jan 5	Rat
31771623	2019 Nov 26	Rat
31770663	2020 Feb	Rat
31765739	2020 Jan	Rat
31760502	2020 May	Rat
31760158	2020 Mar 1	Rat
31752825	2019 Nov 21	Rat
31749941	2019 Summer	Rat
31746366	2020 Jan	Rat
31742919	2020 Feb	Rat
31711313	2019 Dec	Rat
31701670	2020 Jan	Rat
31696218	2019 Nov 15	Rat
31690022	2019 Nov 4	Rat
31684092	2019 Nov 2	Rat
31684073	2019 Nov 2	Rat
31679508	2019 Nov 3	Rat
31678498	2020 Jan	Rat
31666602	2019 Oct 30	Rat
31659964	2019 Nov	Rat
31659586	2020 Feb	Rat
31653858	2019 Oct 25	Rat
31652455	2019 Oct 30	Rat
31642732	2020 Feb	Rat
31640732	2019 Oct 22	Rat
31639491	2020 Jan	Rat
31638337	2019 Dec	Rat
31638238	2019 Dec	Rat
31635173	2019 Oct 20	Rat
31633791	2020 Aug 1	Rat
31632200	2019	Rat
31631977	2019	Rat
31629032	2020 Jan 1	Rat
31625201	2020 Jan	Rat
31620012	2019	Rat
31608307	2019 Jun 10	Rat
31606533	2020 Feb 10	Rat
31601862	2019 Oct 10	Rat
31590658	2019 Oct 7	Rat
31587011	2019 Oct 6	Rat
31586725	2020 Jan 1	Rat
31582897	2019	Rat
31575035	2019 Sep 30	Rat
31569995	2021 Dec	Rat
31569963	2021 Dec	Rat
31568919	2019 Dec	Rat
31568634	2020 Jan	Rat
31565996	2019 Dec	Rat
31564232	2019 Nov	Rat
31560411	2019 Nov	Rat
31557835	2019 Sep 25	Rat
31557589	2019 Dec	Rat
31554953	2019 Sep 25	Rat
31550528	2019 Dec	Rat
31549920	2020 Jan	Rat
31549776	2019 Nov	Rat
31547612	2019 Sep 23	Rat
31545916	2019 Dec	Rat
31539109	2019 Sep	Rat
31538672	2020 Feb	Rat
31536815	2019 Dec	Rat
31535058	2019 Aug-Dec	Rat
31520482	2020 Feb	Rat
31512108	2019 Dec	Rat
31511005	2019 Sep 11	Rat
31505901	2019 Sep 9	Rat
31502578	2019 Sep	Rat
31495059	2020 Jan	Rat
31486476	2019 Aug	Rat
31484919	2019 Sep 5	Rat
31481898	2019	Rat
31479064	2020 Jan	Rat
31472145	2020 Aug 1	Rat
31468163	2020 Apr	Rat
31454418	2020 Jan	Rat
31454155	2019 Nov	Rat
31452704	2019 Sep	Rat
31451219	2019 Oct 22	Rat
31438735	2020 Jan	Rat
31438731	2020 Sep	Rat
31437580	2019 Dec	Rat
31435813	2019 Nov	Rat
31435629	2019 Sep 1	Rat
31432995	2019 Aug 19	Rat
31431607	2019 Aug 21	Rat
